0.45,1,1,1
0.12,1,1,2
0.12,1,1,3
0.4,1,2,1
0.12,1,2,2
0.13,1,2,3
0.2,1,3,1
0.13,1,3,2
0.15,1,3,3
0.19,1,4,1
0.13,1,4,2
0.14,1,4,3
0.76,1,5,1
0.11,1,5,2
29.96,1,5,3
0.78,1,6,1
0.19,1,6,2
0.16,1,6,3
0.2,1,7,1
0.049,1,7,2
0.22,1,7,3
0.51,2,1,1
0.31,2,1,2
0.32,2,1,3
0.49,2,2,1
0.31,2,2,2
0.31,2,2,3
0.51,2,3,1
0.35,2,3,2
0.37,2,3,3
0.5,2,4,1
0.34,2,4,2
0.36,2,4,3
0.51,2,5,1
0.4,2,5,2
0.49,2,5,3
0.38,2,6,1
0.39,2,6,2
161.67,2,6,3
0.34,2,7,1
0.16,2,7,2
0.29,2,7,3
0.82,3,1,1
0.52,3,1,2
0.48,3,1,3
0.62,3,2,1
0.63,3,2,2
0.62,3,2,3
0.54,3,3,1
0.47,3,3,2
0.47,3,3,3
0.55,3,4,1
0.48,3,4,2
0.47,3,4,3
0.82,3,5,1
0.56,3,5,2
0.61,3,5,3
0.56,3,6,1
0.47,3,6,2
0.46,3,6,3
0.56,3,7,1
0.36,3,7,2
0.41,3,7,3
