51.899817551789,1,1,1
0.115691054980482,1,1,2
0.113440256245453,1,1,3
18.8306323769983,1,2,1
0.401542494329145,1,2,2
0.100835783329292,1,2,3
1.76867764598566,1,3,1
0.414146967245306,1,3,2
0.223279234514861,1,3,3
1.58051087173725,1,4,1
0.206623323875647,1,4,2
0.212925560333728,1,4,3
0.456011823716843,1,5,1
0.053569009893686,1,5,2
0.405593932052197,1,5,3
0.106237700293361,1,6,1
0.234083068442999,1,6,2
0.14675207752388,1,6,3
52.9288827334442,1,7,1
3.86597190728553,1,7,2
0.007202555952092,1,7,3
64.1521874704143,2,1,1
0.21846760387014,2,1,2
0.258657398921722,2,1,3
12.5958939721921,2,2,1
0.701775652054554,2,2,2
0.289572625884478,2,2,3
2.53092658068427,2,3,1
1.82193737567173,2,3,2
0.377165768945619,2,3,3
2.49176729319811,2,4,1
2.98022787920965,2,4,2
0.520406320539721,2,4,3
0.166942225598881,2,5,1
0.16075918020633,2,5,2
4.25702675277146,2,5,3
0.257626891356297,2,6,1
1.49938850769365,2,6,2
1.2067243591129,2,6,3
79.3696926890481,2,7,1
0.399836935384973,2,7,2
0.02576268913563,2,7,3
6.65845696605456,3,1,1
0.126413896715364,3,1,2
0.160980196598471,3,1,3
6.04218921956716,3,2,1
0.174806716551714,3,2,2
0.240976490613663,3,2,3
1.8221378081238,3,3,1
0.167893456575093,3,3,2
0.180732367960247,3,3,3
2.43643033747502,3,4,1
0.2024597564582,3,4,2
0.189620845073046,3,4,3
0.264679096247793,3,5,1
0.25085257629455,3,5,2
0.261716270543527,3,5,3
0.435535378527152,3,6,1
0.177769542255981,3,6,2
0.163943022302738,3,6,3
163.427490630195,3,7,1
2.06212669016937,3,7,2
0.011851302817065,3,7,3
